Compound,Date,Negative,Neutral,Positive,Tweets Ago
-0.5106,Sat Feb 03 08:01:50 +0000 2018,0.136,0.864,0.0,233
-0.8402,Sat Feb 03 08:00:41 +0000 2018,0.357,0.643,0.0,234
0.0,Sat Feb 03 07:58:57 +0000 2018,0.0,1.0,0.0,235
0.0,Sat Feb 03 07:58:23 +0000 2018,0.0,1.0,0.0,236
0.0,Sat Feb 03 07:58:16 +0000 2018,0.0,1.0,0.0,237
0.0,Sat Feb 03 07:56:27 +0000 2018,0.0,1.0,0.0,238
0.0,Sat Feb 03 07:55:18 +0000 2018,0.0,1.0,0.0,239
-0.5106,Sat Feb 03 07:50:35 +0000 2018,0.136,0.864,0.0,240
-0.3612,Sat Feb 03 07:50:06 +0000 2018,0.185,0.815,0.0,241
-0.5106,Sat Feb 03 07:46:16 +0000 2018,0.136,0.864,0.0,242
-0.4767,Sat Feb 03 07:46:12 +0000 2018,0.237,0.763,0.0,243
0.0,Sat Feb 03 07:45:33 +0000 2018,0.0,1.0,0.0,244
0.6351,Sat Feb 03 07:45:13 +0000 2018,0.0,0.741,0.259,245
-0.5106,Sat Feb 03 07:44:40 +0000 2018,0.136,0.864,0.0,246
-0.8402,Sat Feb 03 07:44:32 +0000 2018,0.357,0.643,0.0,247
0.0772,Sat Feb 03 07:43:33 +0000 2018,0.0,0.909,0.091,248
0.4003,Sat Feb 03 07:43:01 +0000 2018,0.0,0.876,0.124,249
0.6166,Sat Feb 03 07:42:51 +0000 2018,0.0,0.776,0.224,250
-0.2732,Sat Feb 03 07:42:37 +0000 2018,0.084,0.875,0.042,251
-0.2732,Sat Feb 03 07:42:12 +0000 2018,0.084,0.875,0.042,252
-0.5106,Sat Feb 03 07:41:51 +0000 2018,0.136,0.864,0.0,253
-0.5106,Sat Feb 03 07:40:55 +0000 2018,0.136,0.864,0.0,254
0.0,Sat Feb 03 07:40:12 +0000 2018,0.0,1.0,0.0,255
-0.8402,Sat Feb 03 07:40:03 +0000 2018,0.357,0.643,0.0,256
0.5053,Sat Feb 03 07:40:00 +0000 2018,0.0,0.789,0.211,257
-0.5106,Sat Feb 03 07:37:22 +0000 2018,0.136,0.864,0.0,258
-0.2732,Sat Feb 03 07:36:02 +0000 2018,0.084,0.875,0.042,259
-0.5106,Sat Feb 03 07:35:58 +0000 2018,0.136,0.864,0.0,260
-0.5106,Sat Feb 03 07:35:10 +0000 2018,0.268,0.732,0.0,261
0.5242,Sat Feb 03 07:34:57 +0000 2018,0.0,0.861,0.139,262
0.6879,Sat Feb 03 07:34:29 +0000 2018,0.105,0.563,0.333,263
0.0,Sat Feb 03 07:34:15 +0000 2018,0.0,1.0,0.0,264
-0.2732,Sat Feb 03 07:33:43 +0000 2018,0.084,0.875,0.042,265
-0.8402,Sat Feb 03 07:32:31 +0000 2018,0.303,0.697,0.0,266
0.0,Sat Feb 03 07:31:16 +0000 2018,0.0,1.0,0.0,267
-0.6588,Sat Feb 03 07:29:02 +0000 2018,0.252,0.748,0.0,268
0.0,Sat Feb 03 07:28:09 +0000 2018,0.0,1.0,0.0,269
-0.8402,Sat Feb 03 07:26:57 +0000 2018,0.357,0.643,0.0,270
-0.8402,Sat Feb 03 07:26:21 +0000 2018,0.303,0.697,0.0,271
-0.2732,Sat Feb 03 07:24:19 +0000 2018,0.084,0.875,0.042,272
0.4019,Sat Feb 03 07:23:32 +0000 2018,0.0,0.881,0.119,273
0.0,Sat Feb 03 07:21:20 +0000 2018,0.0,1.0,0.0,274
0.0,Sat Feb 03 07:21:14 +0000 2018,0.0,1.0,0.0,275
-0.5106,Sat Feb 03 07:21:11 +0000 2018,0.136,0.864,0.0,276
0.0,Sat Feb 03 07:21:09 +0000 2018,0.0,1.0,0.0,277
0.0,Sat Feb 03 07:20:45 +0000 2018,0.0,1.0,0.0,278
-0.5106,Sat Feb 03 07:20:38 +0000 2018,0.136,0.864,0.0,279
0.69,Sat Feb 03 07:20:33 +0000 2018,0.0,0.787,0.213,280
-0.8402,Sat Feb 03 07:18:22 +0000 2018,0.357,0.643,0.0,281
-0.8402,Sat Feb 03 07:18:18 +0000 2018,0.357,0.643,0.0,282
-0.8402,Sat Feb 03 07:17:30 +0000 2018,0.303,0.697,0.0,283
-0.8402,Sat Feb 03 07:17:26 +0000 2018,0.357,0.643,0.0,284
-0.5106,Sat Feb 03 07:16:04 +0000 2018,0.136,0.864,0.0,285
-0.5106,Sat Feb 03 07:15:54 +0000 2018,0.136,0.864,0.0,286
-0.8402,Sat Feb 03 07:14:50 +0000 2018,0.357,0.643,0.0,287
0.0,Sat Feb 03 07:14:45 +0000 2018,0.0,1.0,0.0,288
-0.5106,Sat Feb 03 07:14:25 +0000 2018,0.136,0.864,0.0,289
-0.8402,Sat Feb 03 07:14:25 +0000 2018,0.303,0.697,0.0,290
-0.8402,Sat Feb 03 07:14:10 +0000 2018,0.303,0.697,0.0,291
0.1867,Sat Feb 03 07:14:01 +0000 2018,0.0,0.93,0.07,292
-0.8402,Sat Feb 03 07:13:53 +0000 2018,0.357,0.643,0.0,293
